"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","quality_disc"
"2655",6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6,"Media"
"2656",6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6,"Media"
"2657",7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6,"Media"
"2658",7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6,"Media"
"2659",7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6,"Media"
"2660",7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6,"Media"
"2661",7.8,0.21,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3,6,"Media"
"2662",5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,6,"Media"
"2663",5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,6,"Media"
"2664",5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2,6,"Media"
"2665",6.4,0.26,0.42,9.7,0.044,30,140,0.9962,3.18,0.47,9.1,6,"Media"
"2666",6.7,0.21,0.32,5.4,0.047,29,140,0.995,3.39,0.46,9.7,6,"Media"
"2667",6.5,0.19,0.26,5.2,0.04,31,140,0.995,3.26,0.68,9.5,6,"Media"
"2668",5.7,0.21,0.37,4.5,0.04,58,140,0.99332,3.29,0.62,10.6,6,"Media"
"2669",5.9,0.14,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8,6,"Media"
"2670",6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,6,"Media"
"2671",6.5,0.2,0.35,3.9,0.04,27,140,0.99102,2.98,0.53,11.8,6,"Media"
"2672",5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,6,"Media"
"2673",8,0.19,0.3,2,0.053,48,140,0.994,3.18,0.49,9.6,6,"Media"
"2674",6.3,0.495,0.22,1.8,0.046,31,140,0.9929,3.39,0.54,10.4,6,"Media"
"2675",7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6,"Media"
"2676",7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6,"Media"
"2677",6.6,0.14,0.44,1.6,0.042,47,140,0.993,3.32,0.51,10.2,6,"Media"
"2678",7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,6,"Media"
"2679",5.8,0.29,0.27,1.6,0.062,17,140,0.99138,3.23,0.35,11.1,6,"Media"
"2680",7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4,6,"Media"
"2681",7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12,6,"Media"
"2682",5.8,0.38,0.26,1.1,0.058,20,140,0.99271,3.27,0.43,9.7,6,"Media"
"2683",7.2,0.22,0.49,1,0.045,34,140,0.99,3.05,0.34,12.7,6,"Media"
"2684",7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,"Alta"
"2685",7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,"Alta"
"2686",8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1,7,"Alta"
"2687",7.1,0.34,0.31,5.2,0.032,36,140,0.99166,3.35,0.47,12.3,7,"Alta"
"2688",6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,7,"Alta"
"2689",6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,7,"Alta"
"2690",6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,7,"Alta"
"2691",6.7,0.13,0.28,1.2,0.046,35,140,0.9927,3.33,0.33,10.1,7,"Alta"
"2692",6.6,0.16,0.57,1.1,0.13,58,140,0.9927,3.12,0.39,9.3,7,"Alta"
"2693",6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7,"Alta"
"2694",6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7,"Alta"
"2695",6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7,"Alta"
"2696",6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,7,"Alta"
"2697",6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,"Alta"
"2698",6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,"Alta"
"2699",6.3,0.305,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1,5,"Baja"
"2700",6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5,"Baja"
"2701",6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5,"Baja"
"2702",6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4,5,"Baja"
"2703",6.3,0.3,0.24,6.6,0.04,38,141,0.995,3.22,0.47,9.5,5,"Baja"
"2704",5.9,0.32,0.26,1.5,0.057,17,141,0.9917,3.24,0.36,10.7,5,"Baja"
"2705",6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,5,"Baja"
"2706",5.3,0.23,0.56,0.9,0.041,46,141,0.99119,3.16,0.62,9.7,5,"Baja"
"2707",7.9,0.22,0.45,14.2,0.038,53,141,0.9992,3.03,0.46,9.2,6,"Media"
"2708",8.1,0.24,0.33,10.2,0.048,46,141,0.9972,3.16,0.48,10.3,6,"Media"
"2709",7.1,0.29,0.28,9.3,0.048,50,141,0.9949,3.13,0.49,10.3,6,"Media"
"2710",7,0.14,0.32,9,0.039,54,141,0.9956,3.22,0.43,9.4,6,"Media"
"2711",7,0.28,0.39,8.7,0.051,32,141,0.9961,3.38,0.53,10.5,6,"Media"
"2712",5.3,0.32,0.12,6.6,0.043,22,141,0.9937,3.36,0.6,10.4,6,"Media"
"2713",6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,6,"Media"
"2714",7.3,0.26,0.36,5.2,0.04,31,141,0.9931,3.16,0.59,11,6,"Media"
"2715",6.6,0.25,0.34,3,0.054,22,141,0.99338,3.26,0.47,10.4,6,"Media"
"2716",6.4,0.3,0.36,2,0.052,18,141,0.99273,3.38,0.53,10.5,6,"Media"
"2717",8.3,0.26,0.31,2,0.029,14,141,0.99077,2.95,0.77,12.2,6,"Media"
"2718",6.3,0.2,0.26,1.6,0.027,36,141,0.99268,3.53,0.56,10.8,6,"Media"
"2719",6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,6,"Media"
"2720",6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,6,"Media"
"2721",5.7,0.28,0.35,1.2,0.052,39,141,0.99108,3.44,0.69,11.3,6,"Media"
"2722",7.5,0.31,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6,7,"Alta"
"2723",8.1,0.43,0.42,6.6,0.033,36,141,0.9918,2.98,0.39,13.3,7,"Alta"
"2724",7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,7,"Alta"
"2725",7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,7,"Alta"
"2726",6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,7,"Alta"
"2727",7.4,0.23,0.25,1.4,0.049,43,141,0.9934,3.42,0.54,10.2,7,"Alta"
"2728",6.8,0.64,0.08,9.7,0.062,26,142,0.9972,3.37,0.46,8.9,4,"Baja"
"2729",7.3,0.28,0.42,1.2,0.033,29,142,0.99205,3.17,0.43,10.7,4,"Baja"
"2730",6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5,"Baja"
"2731",6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5,"Baja"
"2732",6.4,0.21,0.34,16.05,0.04,56,142,0.99678,3.11,0.38,10.6,5,"Baja"
"2733",6.4,0.29,0.2,15.6,0.04,20,142,0.9962,3.1,0.54,10.6,5,"Baja"
"2734",6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,5,"Baja"
"2735",6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,5,"Baja"
"2736",5.6,0.3,0.1,6.4,0.043,34,142,0.99382,3.14,0.48,9.8,5,"Baja"
"2737",6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5,"Baja"
"2738",6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5,"Baja"
"2739",7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2,5,"Baja"
"2740",9.7,0.14,0.59,1.5,0.049,23,142,0.9958,2.98,0.62,9.5,5,"Baja"
"2741",7.8,0.28,0.49,1.3,0.046,27,142,0.9936,3.09,0.59,10.2,5,"Baja"
"2742",6,0.29,0.21,15.55,0.043,20,142,0.99658,3.11,0.54,10.1,6,"Media"
"2743",6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6,"Media"
"2744",6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6,"Media"
"2745",5.2,0.365,0.08,13.5,0.041,37,142,0.997,3.46,0.39,9.9,6,"Media"
"2746",8.5,0.24,0.39,10.4,0.044,20,142,0.9974,3.2,0.53,10,6,"Media"
"2747",8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,"Media"
"2748",8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,"Media"
"2749",5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,6,"Media"
"2750",5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6,"Media"
"2751",5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6,"Media"
"2752",7.6,0.36,0.44,8.3,0.255,28,142,0.9958,3.12,0.43,10.2,6,"Media"
"2753",6.2,0.47,0.19,8.3,0.029,24,142,0.992,3.22,0.45,12.3,6,"Media"
"2754",5.9,0.21,0.31,1.8,0.033,45,142,0.98984,3.35,0.5,12.7,6,"Media"
"2755",7,0.34,0.3,1.8,0.045,44,142,0.9914,2.99,0.45,10.8,6,"Media"
"2756",6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,6,"Media"
"2757",6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,6,"Media"
"2758",6.8,0.27,0.32,1.5,0.044,19,142,0.9921,3.1,0.43,9.9,6,"Media"
"2759",7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1,6,"Media"
"2760",6.6,0.27,0.41,1.3,0.052,16,142,0.9951,3.42,0.47,10,6,"Media"
"2761",8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13,7,"Alta"
"2762",6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7,"Alta"
"2763",6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7,"Alta"
"2764",7.1,0.21,0.31,3.8,0.021,40,142,0.99215,3.17,0.39,10.8,7,"Alta"
"2765",6.1,0.3,0.32,2.2,0.042,41,142,0.98952,3.31,0.44,12.7,7,"Alta"
"2766",6.3,0.3,0.29,2.1,0.048,33,142,0.98956,3.22,0.46,12.9,7,"Alta"
"2767",5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7,"Alta"
"2768",5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7,"Alta"
"2769",5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9,7,"Alta"
"2770",6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,7,"Alta"
"2771",6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,7,"Alta"
"2772",7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8,"Alta"
"2773",7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8,"Alta"
"2774",7.4,0.27,0.31,2.4,0.014,15,143,0.99094,3.03,0.65,12,4,"Baja"
"2775",6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5,"Baja"
"2776",6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5,"Baja"
"2777",7.5,0.3,0.21,6.55,0.026,33,143,0.99244,2.92,0.35,11.1,5,"Baja"
"2778",6.2,0.33,0.19,5.6,0.042,22,143,0.99425,3.15,0.63,9.9,5,"Baja"
"2779",7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5,"Baja"
"2780",7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5,"Baja"
"2781",7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,5,"Baja"
"2782",7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,5,"Baja"
"2783",4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5,"Baja"
"2784",4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5,"Baja"
"2785",6.6,0.24,0.3,13,0.052,18,143,0.99825,3.37,0.49,9.4,6,"Media"
"2786",6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,6,"Media"
"2787",7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6,"Media"
"2788",7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6,"Media"
"2789",6.8,0.16,0.29,10.4,0.046,59,143,0.99518,3.2,0.4,10.8,6,"Media"
"2790",7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,6,"Media"
"2791",7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,6,"Media"
"2792",6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6,"Media"
"2793",6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6,"Media"
"2794",5.7,0.31,0.29,7.3,0.05,33,143,0.99332,3.31,0.5,11.0666666666667,6,"Media"
"2795",6.3,0.28,0.29,6.8,0.051,40,143,0.99374,3.43,0.59,11,6,"Media"
"2796",6.4,0.34,0.23,6.3,0.039,37,143,0.9944,3.19,0.65,10,6,"Media"
"2797",8.4,0.2,0.27,6.3,0.048,30,143,0.9966,3.25,0.5,9.1,6,"Media"
"2798",8.6,0.16,0.38,3.4,0.04,41,143,0.9932,2.95,0.39,10.2,6,"Media"
"2799",6,0.31,0.24,3.3,0.041,25,143,0.9914,3.31,0.44,11.3,6,"Media"
"2800",7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,6,"Media"
"2801",7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,6,"Media"
"2802",6.7,0.23,0.25,1.6,0.036,28,143,0.99256,3.3,0.54,10.3,6,"Media"
"2803",6.2,0.2,0.49,1.6,0.065,17,143,0.9937,3.22,0.52,9.2,6,"Media"
"2804",6,0.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8,6,"Media"
"2805",7.1,0.21,0.3,1.4,0.037,45,143,0.9932,3.13,0.33,9.9,6,"Media"
"2806",6.7,0.19,0.36,1.1,0.026,63,143,0.9912,3.27,0.48,11,6,"Media"
"2807",6.7,0.18,0.31,10.6,0.035,42,143,0.99572,3.08,0.49,9.8,7,"Alta"
"2808",6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7,"Alta"
"2809",6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7,"Alta"
"2810",6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7,"Alta"
"2811",6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7,"Alta"
"2812",7,0.36,0.3,5,0.04,40,143,0.99173,3.33,0.42,12.2,7,"Alta"
"2813",6.6,0.16,0.4,1.5,0.044,48,143,0.9912,3.54,0.52,12.4,7,"Alta"
"2814",7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7,"Alta"
"2815",7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7,"Alta"
"2816",7.8,0.18,0.46,12.6,0.042,41,143,1,3.24,0.76,8.5,8,"Alta"
"2817",6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12,8,"Alta"
"2818",6.5,0.28,0.28,20.4,0.041,40,144,1.0002,3.14,0.38,8.7,5,"Baja"
"2819",7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5,"Baja"
"2820",7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5,"Baja"
"2821",6.3,0.33,0.2,5.8,0.04,24,144,0.99425,3.15,0.63,9.9,5,"Baja"
"2822",6.6,0.41,0.24,4.9,0.158,47,144,0.99471,3.17,0.49,9.4,5,"Baja"
"2823",6.4,0.46,0.08,4.9,0.046,34,144,0.99445,3.1,0.56,10,5,"Baja"
"2824",5.4,0.31,0.47,3,0.053,46,144,0.9931,3.29,0.76,10,5,"Baja"
"2825",7,0.35,0.24,1.9,0.04,21,144,0.9923,3.35,0.38,11,5,"Baja"
"2826",7.9,0.2,0.49,1.6,0.053,15,144,0.993,3.16,0.47,10.5,5,"Baja"
"2827",6.6,0.31,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10,5,"Baja"
"2828",7.3,0.32,0.29,1.5,0.038,32,144,0.99296,3.2,0.55,10.8,5,"Baja"
"2829",6.6,0.37,0.07,1.4,0.048,58,144,0.9922,3.17,0.38,10,5,"Baja"
"2830",7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,5,"Baja"
"2831",7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,5,"Baja"
"2832",6,0.27,0.3,14.7,0.044,15,144,0.99666,3.12,0.53,10.3,6,"Media"
"2833",6.6,0.23,0.29,14.45,0.057,29,144,0.99756,3.33,0.54,10.2,6,"Media"
"2834",5.9,0.32,0.2,14.4,0.05,29,144,0.99666,3.24,0.41,10.3,6,"Media"
"2835",7.7,0.42,0.38,8.1,0.061,49,144,0.9966,3.4,0.58,11,6,"Media"
"2836",6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6,"Media"
"2837",6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6,"Media"
"2838",6.1,0.16,0.29,6,0.03,29,144,0.99474,3.68,0.46,10.7,6,"Media"
"2839",7.7,0.18,0.35,5.8,0.055,25,144,0.99576,3.24,0.54,10.2,6,"Media"
"2840",7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2,6,"Media"
"2841",7.2,0.34,0.44,4.2,0.047,51,144,0.991,3.01,0.76,12.3,6,"Media"
"2842",7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,6,"Media"
"2843",6.5,0.18,0.29,1.7,0.035,39,144,0.9927,3.49,0.5,10.5,6,"Media"
"2844",7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,6,"Media"
"2845",6.5,0.19,0.3,0.8,0.043,33,144,0.9936,3.42,0.39,9.1,6,"Media"
"2846",8.1,0.3,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2,7,"Alta"
"2847",7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,7,"Alta"
"2848",7,0.11,0.32,4.6,0.057,59,144,0.9956,3.55,0.44,9.4,7,"Alta"
"2849",5.9,0.22,0.29,4.2,0.037,69,144,0.99214,3.13,0.74,10.8,7,"Alta"
"2850",6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,"Alta"
"2851",6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,"Alta"
"2852",6.6,0.21,0.6,1.1,0.135,61,144,0.9927,3.12,0.39,9.3,7,"Alta"
"2853",7.6,0.28,0.49,20.15,0.06,30,145,1.00196,3.01,0.44,8.5,5,"Baja"
"2854",7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,5,"Baja"
"2855",7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,5,"Baja"
"2856",6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,5,"Baja"
"2857",6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,5,"Baja"
"2858",9.2,0.23,0.35,10.7,0.037,34,145,0.9981,3.09,0.32,9.7,5,"Baja"
"2859",7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5,"Baja"
"2860",7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5,"Baja"
"2861",6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,5,"Baja"
"2862",5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8,5,"Baja"
"2863",6.3,0.34,0.19,5.8,0.041,22,145,0.9943,3.15,0.63,9.9,5,"Baja"
"2864",6.7,0.43,0.23,5,0.157,49,145,0.99471,3.17,0.49,9.4,5,"Baja"
"2865",5.4,0.24,0.18,2.3,0.05,22,145,0.99207,3.24,0.46,10.3,5,"Baja"
"2866",8,0.18,0.49,1.8,0.061,10,145,0.9942,3.23,0.48,10,5,"Baja"
"2867",7,0.3,0.27,1.5,0.076,24,145,0.99344,3.1,0.52,10.1,5,"Baja"
"2868",6.8,0.31,0.09,1.4,0.04,56,145,0.9922,3.19,0.46,10,5,"Baja"
"2869",6.9,0.34,0.36,1.4,0.032,13,145,0.99214,3.07,0.52,9.8,5,"Baja"
"2870",6.3,0.2,0.19,12.3,0.048,54,145,0.99668,3.16,0.42,9.3,6,"Media"
"2871",8.2,0.21,0.32,10.65,0.053,53,145,0.9972,3.17,0.48,10.2,6,"Media"
"2872",5.3,0.585,0.07,7.1,0.044,34,145,0.9945,3.34,0.57,9.7,6,"Media"
"2873",6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,6,"Media"
"2874",6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,6,"Media"
"2875",5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,6,"Media"
"2876",9.5,0.42,0.41,2.3,0.034,22,145,0.9951,3.06,0.52,11,6,"Media"
"2877",6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,6,"Media"
"2878",6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11,7,"Alta"
"2879",5.2,0.31,0.36,5.1,0.031,46,145,0.9897,3.14,0.31,12.4,7,"Alta"
"2880",6.1,0.105,0.31,1.3,0.037,55,145,0.9912,3.41,0.41,11.1,7,"Alta"
"2881",8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8,"Alta"
"2882",8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8,"Alta"
"2883",6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5,"Baja"
"2884",6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5,"Baja"
"2885",6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5,"Baja"
"2886",6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,5,"Baja"
"2887",6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,5,"Baja"
"2888",6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5,"Baja"
"2889",6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5,"Baja"
"2890",6.6,0.32,0.27,10.9,0.041,37,146,0.9963,3.24,0.47,10,5,"Baja"
"2891",8.4,0.28,0.4,8.9,0.048,33,146,0.9988,3.4,0.46,9.3,5,"Baja"
"2892",9.3,0.34,0.49,7.3,0.052,30,146,0.998,3.17,0.61,10.2,5,"Baja"
"2893",5.8,0.34,0.21,7.2,0.041,48,146,0.99441,3.16,0.49,9.8,5,"Baja"
"2894",7.6,0.29,0.29,4.4,0.051,26,146,0.9939,3.16,0.39,10.2,5,"Baja"
"2895",6.4,0.68,0.26,3.4,0.069,25,146,0.99347,3.18,0.4,9.3,5,"Baja"
"2896",7.4,0.105,0.34,12.2,0.05,57,146,0.9973,3.16,0.37,9,6,"Media"
"2897",7.5,0.17,0.44,11.3,0.046,65,146,0.997,3.17,0.45,10,6,"Media"
"2898",8,0.36,0.43,10.1,0.053,29,146,0.9982,3.4,0.46,9.5,6,"Media"
"2899",6.8,0.38,0.29,9.9,0.037,40,146,0.99326,3.11,0.37,11.5,6,"Media"
"2900",7.6,0.23,0.29,8.6,0.053,65,146,0.9963,3.11,0.32,9.8,6,"Media"
"2901",6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5,6,"Media"
"2902",5.1,0.165,0.22,5.7,0.047,42,146,0.9934,3.18,0.55,9.9,6,"Media"
"2903",6.9,0.19,0.28,5,0.058,14,146,0.9952,3.29,0.36,9.1,6,"Media"
"2904",7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,6,"Media"
"2905",5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,6,"Media"
"2906",5.9,0.5,0.05,2.6,0.054,36,146,0.9948,3.43,0.5,9.2,6,"Media"
"2907",6.4,0.15,0.4,1.3,0.053,61,146,0.99112,3.17,0.68,11,6,"Media"
"2908",8.3,0.15,0.39,1.3,0.055,32,146,0.993,3.08,0.39,10.5,6,"Media"
"2909",6.9,0.24,0.35,1,0.052,35,146,0.993,3.45,0.44,10,6,"Media"
"2910",6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,7,"Alta"
"2911",6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,"Alta"
"2912",6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,"Alta"
"2913",6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,"Alta"
"2914",6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,5,"Baja"
"2915",6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,5,"Baja"
"2916",6.3,0.21,0.29,11.7,0.048,49,147,0.99482,3.22,0.38,10.8,5,"Baja"
"2917",7.4,0.31,0.74,10.7,0.039,51,147,0.9977,3.02,0.43,8.7,5,"Baja"
"2918",7.4,0.26,0.37,9.4,0.047,42,147,0.9982,3.46,0.72,10,5,"Baja"
"2919",5.2,0.6,0.07,7,0.044,33,147,0.9944,3.33,0.58,9.7,5,"Baja"
"2920",6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,5,"Baja"
"2921",6.3,0.18,0.22,5.6,0.047,45,147,0.99383,3.09,0.54,10,5,"Baja"
"2922",5.4,0.375,0.4,3.3,0.054,29,147,0.99482,3.42,0.52,9.1,5,"Baja"
